"query.name" "subject" "SystematicName"
"7216" "A_07_P055835" "ECs2950" "ECs2950"
"7217" "A_07_P055849" "ECs2953" "ECs2953"
"7218" "A_07_P055855" "ECs3485" "ECs3485"
"7219" "A_07_P055859" "ECs3486" "ECs3486"
"7220" "A_07_P055869" "ECs3488" "ECs3488"
"7221" "A_07_P055872" "ECs3489" "ECs3489"
"7222" "A_07_P055876" "ECs3492" "ECs3492"
"7223" "A_07_P055881" "ECs2968" "ECs3495"
"7224" "A_07_P055886" "ECs3498" "ECs3498"
"7225" "A_07_P055891" "ECs3499" "ECs3499"
"7226" "A_07_P055898" "ECs3500" "ECs3500"
"7227" "A_07_P055902" "ECs3501" "ECs3501"
"7228" "A_07_P055907" "ECs3504" "ECs3504"
"7229" "A_07_P055918" "ECs3506" "ECs3506"
"7230" "A_07_P055921" "ECs3507" "ECs3507"
"7231" "A_07_P055934" "ECs3509" "ECs3509"
"7232" "A_07_P055940" "ECs3510" "ECs3510"
"7233" "A_07_P055949" "ECs3512" "ECs3512"
"7234" "A_07_P055959" "ECs3514" "ECs3514"
"7235" "A_07_P055961" "ECs3515" "ECs3515"
"7236" "A_07_P055974" "ECs3521" "ECs3521"
"7237" "A_07_P055985" "ECs3535" "ECs3535"
"7238" "A_07_P055993" "ECs3569" "ECs3569"
"7239" "A_07_P055996" "ECs3571" "ECs3571"
"7240" "A_07_P056003" "ECs3585" "ECs3585"
"7241" "A_07_P056010" "ECs3586" "ECs3586"
"7242" "A_07_P056011" "ECs3589" "ECs3589"
"7247" "A_07_P056017" "ECs3591" "ECs3591"
"7248" "A_07_P056021" "ECs3592" "ECs3592"
"7249" "A_07_P056028" "ECs3593" "ECs3593"
"7250" "A_07_P056034" "ECs3594" "ECs3594"
"7251" "A_07_P056037" "ECs3605" "ECs3605"
"7252" "A_07_P056045" "ECs3608" "ECs3608"
"7253" "A_07_P056050" "ECs3609" "ECs3609"
"7254" "A_07_P056055" "ECs3610" "ECs3610"
"7255" "A_07_P056058" "ECs3611" "ECs3611"
"7256" "A_07_P056065" "ECs3612" "ECs3612"
"7257" "A_07_P056070" "ECs3613" "ECs3613"
"7258" "A_07_P056073" "ECs3614" "ECs3614"
"7259" "A_07_P056076" "ECs3615" "ECs3615"
"7260" "A_07_P056082" "ECs3616" "ECs3616"
"7261" "A_07_P056090" "ECs3622" "ECs3622"
"7262" "A_07_P056114" "ECs3634" "ECs3634"
"7263" "A_07_P056127" "ECs3637" "ECs3637"
"7264" "A_07_P056131" "ECs3638" "ECs3638"
"7265" "A_07_P056139" "ECs3663" "ECs3663"
"7266" "A_07_P056142" "ECs3670" "ECs3670"
"7267" "A_07_P056146" "ECs3683" "ECs3683"
"7268" "A_07_P056153" "ECs3685" "ECs3685"
"7269" "A_07_P056166" "ECs3716" "ECs3716"
"7270" "A_07_P056172" "ECs3717" "ECs3717"
"7271" "A_07_P056180" "ECs3718" "ECs3718"
"7272" "A_07_P056183" "ECs3719" "ECs3719"
"7273" "A_07_P056189" "ECs3720" "ECs3720"
"7274" "A_07_P056195" "ECs3721" "ECs3721"
"7275" "A_07_P056206" "ECs3724" "ECs3724"
"7276" "A_07_P056219" "ECs3726" "ECs3726"
"7277" "A_07_P056224" "ECs3727" "ECs3727"
"7278" "A_07_P056231" "ECs3729" "ECs3729"
"7283" "A_07_P056237" "ECs3730" "ECs3730"
"7284" "A_07_P056241" "ECs3731" "ECs3731"
"7285" "A_07_P056246" "ECs3732" "ECs3732"
"7286" "A_07_P056253" "ECs3733" "ECs3733"
"7287" "A_07_P056259" "ECs3734" "ECs3734"
"7288" "A_07_P056270" "ECs3737" "ECs3737"
"7289" "A_07_P056278" "ECs3758" "ECs3758"
"7290" "A_07_P056285" "ECs3764" "ECs3764"
"7291" "A_07_P056288" "ECs3772" "ECs3772"
"7292" "A_07_P056295" "ECs3778" "ECs3778"
"7293" "A_07_P056298" "ECs3783" "ECs3783"
"7294" "A_07_P056307" "ECs3794" "ECs3794"
"7295" "A_07_P056312" "ECs3799" "ECs3799"
"7296" "A_07_P056318" "ECs3800" "ECs3800"
"7297" "A_07_P056323" "ECs3801" "ECs3801"
"7298" "A_07_P056330" "ECs3802" "ECs3802"
"7299" "A_07_P056331" "ECs3803" "ECs3803"
"7300" "A_07_P056338" "ECs3804" "ECs3804"
"7301" "A_07_P056341" "ECs3810" "ECs3810"
"7302" "A_07_P056349" "ECs3813" "ECs3813"
"7307" "A_07_P056351" "ECs3819" "ECs3819"
"7308" "A_07_P056359" "ECs3825" "ECs3825"
"7309" "A_07_P056361" "ECs3866" "ECs3844"
"7310" "A_07_P056371" "ECs3846" "ECs3846"
"7311" "A_07_P056377" "ECs3847" "ECs3847"
"7312" "A_07_P056381" "ECs3849" "ECs3848"
"7313" "A_07_P056388" "ECs3849" "ECs3849"
"7314" "A_07_P056394" "ECs3850" "ECs3850"
"7315" "A_07_P056415" "ECs3854" "ECs3854"
"7316" "A_07_P056416" "ECs3855" "ECs3855"
"7317" "A_07_P056428" "ECs3857" "ECs3857"
"7318" "A_07_P056433" "ECs3858" "ECs3858"
"7319" "A_07_P056440" "ECs3859" "ECs3859"
"7320" "A_07_P056460" "ECs3867" "ECs3867"
"7321" "A_07_P056461" "ECs3868" "ECs3868"
"7322" "A_07_P056468" "ECs3869" "ECs3869"
"7323" "A_07_P056476" "ECs3872" "ECs3871"
"7324" "A_07_P056483" "ECs3874" "ECs3874"
"7325" "A_07_P056488" "ECs3878" "ECs3878"
"7326" "A_07_P056495" "ECs3897" "ECs3897"
"7327" "A_07_P056501" "ECs3912" "ECs3912"
"7328" "A_07_P056506" "ECs3913" "ECs3913"
"7329" "A_07_P056511" "ECs3914" "ECs3914"
"7330" "A_07_P056516" "ECs3915" "ECs3915"
"7331" "A_07_P056524" "ECs3916" "ECs3916"
"7332" "A_07_P056534" "ECs3930" "ECs3930"
"7333" "A_07_P056536" "ECs3933" "ECs3933"
"7334" "A_07_P056555" "ECs3962" "ECs3962"
"7335" "A_07_P056560" "ECs0694" "ECs0694"
"7336" "A_07_P056561" "ECs0700" "ECs0700"
"7337" "A_07_P056567" "ECs0704" "ECs0704"
"7338" "A_07_P056583" "ECs0742" "ECs0742"
"7339" "A_07_P056586" "ECs0743" "ECs0743"
"7340" "A_07_P056593" "ECs0744" "ECs0744"
"7341" "A_07_P056596" "ECs0745" "ECs0745"
"7342" "A_07_P056601" "ECs0755" "ECs0755"
"7343" "A_07_P056608" "ECs0756" "ECs0756"
"7344" "A_07_P056613" "ECs0757" "ECs0757"
"7345" "A_07_P056623" "ECs0759" "ECs0759"
"7346" "A_07_P056628" "ECs0760" "ECs0760"
"7347" "A_07_P056632" "ECs0761" "ECs0761"
"7348" "A_07_P056636" "ECs0762" "ECs0762"
"7349" "A_07_P056643" "ECs0763" "ECs0763"
"7350" "A_07_P056650" "ECs0764" "ECs0764"
"7351" "A_07_P056669" "ECs0772" "ECs0772"
"7352" "A_07_P056671" "ECs0778" "ECs0778"
"7353" "A_07_P056677" "ECs0794" "ECs0794"
"7354" "A_07_P056681" "ECs0801" "ECs0801"
"7355" "A_07_P056689" "ECs0802" "ECs0802"
"7356" "A_07_P056693" "ECs0804" "ECs0804"
"7357" "A_07_P056700" "ECs0805" "ECs0805"
"7358" "A_07_P056701" "ECs0806" "ECs0806"
"7359" "A_07_P056708" "ECs0807" "ECs0807"
"7360" "A_07_P056712" "ECs0808" "ECs0808"
"7361" "A_07_P056720" "ECs0809" "ECs0809"
"7362" "A_07_P056725" "ECs0810" "ECs0810"
"7363" "A_07_P056730" "ECs0811" "ECs0811"
"7364" "A_07_P056733" "ECs3503" "ECs0812"
"7365" "A_07_P056737" "ECs3502" "ECs0813"
"7366" "A_07_P056741" "ECs0814" "ECs0814"
"7367" "A_07_P056749" "ECs0815" "ECs0815"
"7368" "A_07_P056752" "ECs0816" "ECs0816"
"7369" "A_07_P056765" "ECs0819" "ECs0819"
"7370" "A_07_P056766" "ECs0820" "ECs0820"
"7371" "A_07_P056771" "ECs0820" "ECs0821"
"7372" "A_07_P056778" "ECs0822" "ECs0822"
"7373" "A_07_P056781" "ECs0823" "ECs0823"
"7374" "A_07_P056790" "ECs0824" "ECs0824"
"7375" "A_07_P056799" "ECs0826" "ECs0826"
"7376" "A_07_P056801" "ECs0827" "ECs0827"
"7377" "A_07_P056809" "ECs0829" "ECs0828"
"7378" "A_07_P056811" "ECs0829" "ECs0829"
"7379" "A_07_P056819" "ECs0830" "ECs0830"
"7380" "A_07_P056822" "ECs0831" "ECs0831"
"7381" "A_07_P056829" "ECs0832" "ECs0832"
"7382" "A_07_P056833" "ECs0833" "ECs0833"
"7383" "A_07_P056839" "ECs0834" "ECs0834"
"7388" "A_07_P056842" "ECs0835" "ECs0835"
"7389" "A_07_P056847" "ECs0836" "ECs0836"
"7390" "A_07_P056851" "ECs0837" "ECs0837"
"7391" "A_07_P056857" "ECs0838" "ECs0838"
"7392" "A_07_P056861" "ECs0839" "ECs0839"
"7393" "A_07_P056866" "ECs1646" "ECs0840"
"7394" "A_07_P056872" "ECs0841" "ECs0841"
"7395" "A_07_P056880" "ECs0842" "ECs0842"
"7396" "A_07_P056884" "ECs0843" "ECs0843"
"7397" "A_07_P056889" "ECs0844" "ECs0844"
"7398" "A_07_P056895" "ECs0845" "ECs0845"
"7399" "A_07_P056897" "ECs0846" "ECs0846"
"7400" "A_07_P056901" "ECs0847" "ECs0847"
"7401" "A_07_P056906" "ECs0848" "ECs0848"
"7402" "A_07_P056914" "ECs0850" "ECs0850"
"7403" "A_07_P056919" "ECs0866" "ECs0866"
"7404" "A_07_P056925" "ECs0870" "ECs0870"
"7405" "A_07_P056926" "ECs0876" "ECs0876"
"7406" "A_07_P056933" "ECs0878" "ECs0878"
"7407" "A_07_P056951" "ECs0937" "ECs0937"
"7408" "A_07_P056960" "ECs0939" "ECs0939"
"7409" "A_07_P056961" "ECs0940" "ECs0940"
"7410" "A_07_P056969" "ECs0941" "ECs0941"
"7411" "A_07_P056975" "ECs0942" "ECs0942"
"7412" "A_07_P056979" "ECs0943" "ECs0943"
"7413" "A_07_P056982" "ECs0944" "ECs0944"
"7414" "A_07_P056990" "ECs0949" "ECs0949"
"7415" "A_07_P056991" "ECs0949" "ECs0950"
"7416" "A_07_P057000" "ECs0951" "ECs0951"
"7417" "A_07_P057004" "ECs0952" "ECs0952"
"7418" "A_07_P057007" "ECs0954" "ECs0954"
"7419" "A_07_P057011" "ECs0957" "ECs0957"
"7420" "A_07_P057019" "ECs0996" "ECs0996"
"7421" "A_07_P057021" "ECs1005" "ECs1005"
"7422" "A_07_P057027" "ECs1010" "ECs1010"
"7423" "A_07_P057031" "ECs1019" "ECs1019"
"7424" "A_07_P057048" "ECs1026" "ECs1026"
"7425" "A_07_P057052" "ECs1028" "ECs1028"
"7426" "A_07_P057060" "ECs1055" "ECs1055"
"7427" "A_07_P057072" "ECs1058" "ECs1058"
"7428" "A_07_P057078" "ECs1059" "ECs1059"
"7429" "A_07_P057100" "ECs1063" "ECs1063"
"7430" "A_07_P057106" "ECs1067" "ECs1067"
"7431" "A_07_P057111" "ECs1068" "ECs1068"
"7432" "A_07_P057120" "ECs1069" "ECs1069"
"7433" "A_07_P057124" "ECs1070" "ECs1070"
"7434" "A_07_P057126" "ECs1071" "ECs1071"
"7435" "A_07_P057132" "ECs1072" "ECs1072"
"7436" "A_07_P057136" "ECs1073" "ECs1073"
"7437" "A_07_P057145" "ECs1074" "ECs1074"
"7442" "A_07_P057150" "ECs1075" "ECs1075"
"7443" "A_07_P057152" "ECs1076" "ECs1076"
"7444" "A_07_P057173" "ECs1521" "ECs1081"
"7445" "A_07_P057185" "ECs1083" "ECs1083"
"7446" "A_07_P057188" "ECs1084" "ECs1084"
"7447" "A_07_P057193" "ECs1085" "ECs1085"
"7448" "A_07_P057203" "ECs1087" "ECs1087"
"7449" "A_07_P057221" "ECs2966" "ECs1092"
"7450" "A_07_P057227" "ECs1093" "ECs1093"
"7451" "A_07_P057235" "ECs1096" "ECs1095"
"7452" "A_07_P057236" "ECs1096" "ECs1096"
"7453" "A_07_P057241" "ECs1098" "ECs1098"
"7454" "A_07_P057258" "ECs1100" "ECs1100"
"7455" "A_07_P057264" "ECs2736" "ECs1101"
"7456" "A_07_P057269" "ECs2736" "ECs1105"
"7457" "A_07_P057274" "ECs2735" "ECs1106"
"7458" "A_07_P057276" "ECs2733" "ECs1107"
"7459" "A_07_P057281" "ECs2732" "ECs1108"
"7460" "A_07_P057290" "ECs2731" "ECs1109"
"7461" "A_07_P057293" "ECs2730" "ECs1110"
"7462" "A_07_P057302" "ECs2728" "ECs1112"
"7463" "A_07_P057316" "ECs1115" "ECs1115"
"7464" "A_07_P057330" "ECs2237" "ECs1117"
"7465" "A_07_P057336" "ECs1988" "ECs1119"
"7466" "A_07_P057341" "ECs1989" "ECs1120"
"7467" "A_07_P057347" "ECs1121" "ECs1121"
"7468" "A_07_P057357" "ECs4548" "ECs4548"
"7469" "A_07_P057367" "ECs4550" "ECs4550"
"7470" "A_07_P057374" "ECs4551" "ECs4551"
"7471" "A_07_P057380" "ECs4552" "ECs4552"
"7472" "A_07_P057381" "ECs4553" "ECs4553"
"7473" "A_07_P057386" "ECs4554" "ECs4554"
"7474" "A_07_P057391" "ECs4555" "ECs4555"
"7475" "A_07_P057399" "ECs4556" "ECs4556"
"7476" "A_07_P057405" "ECs4557" "ECs4557"
"7477" "A_07_P057416" "ECs4560" "ECs4560"
"7478" "A_07_P057423" "ECs4561" "ECs4561"
"7479" "A_07_P057428" "ECs4562" "ECs4562"
"7480" "A_07_P057431" "ECs4563" "ECs4563"
"7481" "A_07_P057437" "ECs4564" "ECs4564"
"7482" "A_07_P057446" "ECs4566" "ECs4566"
"7483" "A_07_P057451" "ECs4567" "ECs4567"
"7484" "A_07_P057458" "ECs4568" "ECs4568"
"7485" "A_07_P057462" "ECs4569" "ECs4569"
"7486" "A_07_P057474" "ECs4571" "ECs4571"
"7491" "A_07_P057489" "ECs4574" "ECs4574"
"7492" "A_07_P057503" "ECs4577" "ECs4577"
"7493" "A_07_P057506" "ECs4578" "ECs4578"
"7494" "A_07_P057512" "ECs4579" "ECs4579"
"7495" "A_07_P057519" "ECs4580" "ECs4580"
"7496" "A_07_P057531" "ECs4583" "ECs4583"
"7497" "A_07_P057539" "ECs4584" "ECs4584"
"7498" "A_07_P057544" "ECs4585" "ECs4585"
"7499" "A_07_P057546" "ECs4586" "ECs4586"
"7504" "A_07_P057552" "ECs4587" "ECs4587"
"7505" "A_07_P057556" "ECs4588" "ECs4588"
"7506" "A_07_P057572" "ECs4592" "ECs4592"
"7507" "A_07_P057581" "ECs4597" "ECs4597"
"7512" "A_07_P057587" "ECs4598" "ECs4598"
"7513" "A_07_P057595" "ECs4601" "ECs4601"
"7514" "A_07_P057596" "ECs4604" "ECs4604"
"7515" "A_07_P057602" "ECs4605" "ECs4605"
"7516" "A_07_P057610" "ECs4607" "ECs4607"
"7517" "A_07_P057613" "ECs4608" "ECs4608"
"7518" "A_07_P057621" "ECs4610" "ECs4610"
"7519" "A_07_P057629" "ECs4619" "ECs4619"
"7520" "A_07_P057631" "ECs4641" "ECs4641"
"7521" "A_07_P057637" "ECs4642" "ECs4642"
"7522" "A_07_P057644" "ECs4643" "ECs4643"
"7523" "A_07_P057652" "ECs4649" "ECs4649"
"7524" "A_07_P057658" "ECs4652" "ECs4652"
"7525" "A_07_P057663" "ECs4653" "ECs4653"
"7526" "A_07_P057689" "ECs4659" "ECs4659"
"7527" "A_07_P057691" "ECs4665" "ECs4665"
"7528" "A_07_P057700" "ECs4666" "ECs4666"
"7529" "A_07_P057701" "ECs4667" "ECs4667"
"7530" "A_07_P057710" "ECs4668" "ECs4668"
"7531" "A_07_P057712" "ECs4669" "ECs4669"
"7532" "A_07_P057721" "ECs4671" "ECs4671"
"7533" "A_07_P057729" "ECs4714" "ECs4714"
"7534" "A_07_P057731" "ECs4741" "ECs4741"
"7535" "A_07_P057739" "ECs4742" "ECs4742"
"7536" "A_07_P057744" "ECs4744" "ECs4744"
"7537" "A_07_P057749" "ECs4746" "ECs4746"
"7538" "A_07_P057756" "ECs4748" "ECs4748"
"7539" "A_07_P057761" "ECs4755" "ECs4755"
"7540" "A_07_P057768" "ECs4758" "ECs4758"
"7541" "A_07_P057775" "ECs4774" "ECs4774"
"7542" "A_07_P057780" "ECs4787" "ECs4787"
"7543" "A_07_P057782" "ECs4790" "ECs4790"
"7544" "A_07_P057798" "ECs4802" "ECs4802"
"7545" "A_07_P057803" "ECs4803" "ECs4803"
"7546" "A_07_P057806" "ECs4812" "ECs4812"
"7547" "A_07_P057813" "ECs4813" "ECs4813"
"7548" "A_07_P057823" "ECs4816" "ECs4816"
"7549" "A_07_P057830" "ECs4817" "ECs4817"
"7550" "A_07_P057834" "ECs4819" "ECs4819"
"7551" "A_07_P057838" "ECs4820" "ECs4820"
"7552" "A_07_P057841" "ECs4822" "ECs4822"
"7553" "A_07_P057849" "ECs4823" "ECs4823"
"7554" "A_07_P057854" "ECs4827" "ECs4827"
"7555" "A_07_P057860" "ECs4828" "ECs4828"
"7556" "A_07_P057862" "ECs4829" "ECs4829"
"7557" "A_07_P057869" "ECs4832" "ECs4832"
"7558" "A_07_P057873" "ECs4834" "ECs4834"
"7559" "A_07_P057876" "ECs4847" "ECs4847"
"7560" "A_07_P057881" "ECs4848" "ECs4848"
"7561" "A_07_P057890" "ECs4854" "ECs4854"
"7562" "A_07_P057893" "ECs4855" "ECs4855"
"7563" "A_07_P057896" "ECs4864" "ECs4864"
"7564" "A_07_P057902" "ECs4865" "ECs4865"
"7565" "A_07_P057911" "ECs4889" "ECs4889"
"7566" "A_07_P057920" "ECs4892" "ECs4892"
"7567" "A_07_P057923" "ECs4893" "ECs4893"
"7572" "A_07_P057927" "ECs4896" "ECs4896"
"7573" "A_07_P057935" "ECs4899" "ECs4899"
"7574" "A_07_P057936" "ECs4903" "ECs4903"
"7575" "A_07_P057942" "ECs4912" "ECs4912"
"7576" "A_07_P057946" "ECs4913" "ECs4913"
"7577" "A_07_P057952" "ECs4921" "ECs4921"
"7578" "A_07_P057957" "ECs4925" "ECs4925"
"7579" "A_07_P057962" "ECs4929" "ECs4929"
"7580" "A_07_P057969" "ECs4937" "ECs4937"
"7581" "A_07_P057971" "ECs4940" "ECs4940"
"7582" "A_07_P057980" "ECs4941" "ECs4941"
"7583" "A_07_P057987" "ECs4943" "ECs4943"
"7584" "A_07_P057991" "ECs4944" "ECs4944"
"7585" "A_07_P058000" "ECs4945" "ECs4945"
"7586" "A_07_P058001" "ECs4946" "ECs4946"
"7587" "A_07_P058010" "ECs4947" "ECs4947"
"7588" "A_07_P058017" "ECs4949" "ECs4949"
"7589" "A_07_P058025" "ECs4950" "ECs4950"
"7590" "A_07_P058029" "ECs4951" "ECs4951"
"7591" "A_07_P058034" "ECs4952" "ECs4952"
"7592" "A_07_P058036" "ECs4953" "ECs4953"
"7593" "A_07_P058046" "ECs1662" "ECs1662"
"7594" "A_07_P058052" "ECs1664" "ECs1664"
"7595" "A_07_P058060" "lcl|NC_002128.1_gene_34" "ECs1666"
"7596" "A_07_P058064" "ECs1667" "ECs1667"
"7597" "A_07_P058068" "ECs1673" "ECs1673"
"7598" "A_07_P058090" "ECs1694" "ECs1694"
"7599" "A_07_P058095" "ECs1696" "ECs1695"
"7600" "A_07_P058100" "ECs1696" "ECs1696"
"7601" "A_07_P058104" "ECs1697" "ECs1697"
"7602" "A_07_P058106" "ECs1698" "ECs1698"
"7603" "A_07_P058111" "ECs1699" "ECs1699"
"7604" "A_07_P058126" "ECs1707" "ECs1706"
"7605" "A_07_P058131" "ECs1707" "ECs1707"
"7606" "A_07_P058136" "ECs1711" "ECs1711"
"7607" "A_07_P058144" "ECs1721" "ECs1721"
"7608" "A_07_P058147" "ECs1724" "ECs1724"
"7609" "A_07_P058154" "ECs1733" "ECs1733"
"7610" "A_07_P058156" "ECs1751" "ECs1751"
"7611" "A_07_P058162" "ECs1756" "ECs1756"
"7612" "A_07_P058168" "ECs1757" "ECs1757"
"7613" "A_07_P058175" "ECs1758" "ECs1758"
"7614" "A_07_P058177" "ECs1759" "ECs1759"
"7615" "A_07_P058192" "ECs1762" "ECs1762"
"7616" "A_07_P058197" "ECs1763" "ECs1763"
"7617" "A_07_P058202" "ECs1765" "ECs1765"
"7618" "A_07_P058210" "ECs1766" "ECs1766"
"7619" "A_07_P058213" "ECs1767" "ECs1767"
"7620" "A_07_P058220" "ECs1768" "ECs1768"
"7625" "A_07_P058224" "ECs1769" "ECs1769"
"7626" "A_07_P058238" "ECs1772" "ECs1772"
"7627" "A_07_P058245" "ECs1773" "ECs1773"
"7628" "A_07_P058248" "ECs1774" "ECs1774"
"7629" "A_07_P058255" "ECs1775" "ECs1775"
"7630" "A_07_P058264" "ECs1777" "ECs1777"
"7631" "A_07_P058267" "ECs1778" "ECs1778"
"7632" "A_07_P058272" "ECs1779" "ECs1779"
"7633" "A_07_P058276" "ECs1780" "ECs1780"
"7634" "A_07_P058299" "ECs2966" "ECs1786"
"7635" "A_07_P058306" "ECs2255" "ECs1788"
"7636" "A_07_P058311" "ECs2252" "ECs1791"
"7637" "A_07_P058316" "ECs2250" "ECs1793"
"7638" "A_07_P058321" "ECs5451" "ECs1794"
"7639" "A_07_P058326" "ECs2248" "ECs1795"
"7640" "A_07_P058333" "ECs2247" "ECs1796"
"7641" "A_07_P058340" "ECs2246" "ECs1797"
"7642" "A_07_P058341" "ECs2245" "ECs1798"
"7643" "A_07_P058346" "ECs1800" "ECs1799"
"7644" "A_07_P058354" "ECs1800" "ECs1800"
"7645" "A_07_P058367" "ECs1805" "ECs1805"
"7646" "A_07_P058377" "ECs2942" "ECs1807"
"7647" "A_07_P058397" "ECs1812" "ECs1812"
"7648" "A_07_P058405" "ECs1813" "ECs1813"
"7649" "A_07_P058407" "ECs1814" "ECs1814"
"7650" "A_07_P058414" "ECs1815" "ECs1815"
"7651" "A_07_P058416" "ECs0849" "ECs1816"
"7652" "A_07_P058423" "ECs2221" "ECs1817"
"7653" "A_07_P058430" "ECs1821" "ECs1821"
"7654" "A_07_P058440" "ECs1824" "ECs1824"
"7655" "A_07_P058445" "ECs1825" "ECs1825"
"7656" "A_07_P058463" "ECs1833" "ECs1833"
"7657" "A_07_P058466" "ECs1836" "ECs1836"
"7658" "A_07_P058472" "ECs1839" "ECs1839"
"7663" "A_07_P058480" "ECs1850" "ECs1850"
"7664" "A_07_P058481" "ECs1862" "ECs1862"
"7665" "A_07_P058490" "ECs1863" "ECs1863"
"7666" "A_07_P058491" "ECs1864" "ECs1864"
"7667" "A_07_P058500" "ECs1865" "ECs1865"
"7668" "A_07_P058504" "ECs1866" "ECs1866"
"7669" "A_07_P058519" "ECs1891" "ECs1891"
"7670" "A_07_P058523" "ECs1893" "ECs1893"
"7671" "A_07_P058526" "ECs1898" "ECs1898"
"7672" "A_07_P058535" "ECs1899" "ECs1899"
"7673" "A_07_P058536" "ECs1900" "ECs1900"
"7674" "A_07_P058543" "ECs1901" "ECs1901"
"7675" "A_07_P058547" "ECs1906" "ECs1906"
"7676" "A_07_P058562" "ECs1920" "ECs1920"
"7677" "A_07_P058568" "ECs1921" "ECs1921"
"7678" "A_07_P058575" "ECs1930" "ECs1930"
"7683" "A_07_P058579" "ECs1932" "ECs1932"
"7684" "A_07_P058581" "ECs1941" "ECs1941"
"7685" "A_07_P058588" "ECs1942" "ECs1942"
"7686" "A_07_P058593" "ECs1943" "ECs1943"
"7687" "A_07_P058596" "ECs1944" "ECs1944"
"7688" "A_07_P058604" "ECs1945" "ECs1945"
"7689" "A_07_P058608" "ECs1946" "ECs1946"
"7690" "A_07_P058613" "ECs1946" "ECs1947"
"7691" "A_07_P058616" "ECs1948" "ECs1948"
"7692" "A_07_P058622" "ECs1949" "ECs1949"
"7693" "A_07_P058628" "ECs1950" "ECs1950"
"7694" "A_07_P058631" "ECs1951" "ECs1951"
"7695" "A_07_P058640" "ECs1952" "ECs1952"
"7696" "A_07_P058641" "ECs1953" "ECs1953"
"7697" "A_07_P058649" "ECs1954" "ECs1954"
"7698" "A_07_P058651" "ECs1955" "ECs1955"
"7699" "A_07_P058656" "ECs1956" "ECs1956"
"7700" "A_07_P058663" "ECs1957" "ECs1957"
"7701" "A_07_P058669" "ECs1958" "ECs1958"
"7702" "A_07_P058672" "ECs1959" "ECs1959"
"7703" "A_07_P058687" "ECs1962" "ECs1962"
"7704" "A_07_P058697" "ECs1974" "ECs1974"
"7705" "A_07_P058702" "ECs1975" "ECs1975"
"7706" "A_07_P058718" "ECs1978" "ECs1978"
"7707" "A_07_P058730" "ECs1980" "ECs1980"
"7708" "A_07_P058732" "ECs2242" "ECs1981"
"7709" "A_07_P058751" "ECs1985" "ECs1985"
"7710" "A_07_P058765" "ECs1987" "ECs1987"
"7711" "A_07_P058780" "ECs1990" "ECs1990"
"7712" "A_07_P058784" "ECs1991" "ECs1991"
"7713" "A_07_P058792" "ECs1993" "ECs1993"
"7714" "A_07_P058804" "ECs1995" "ECs1995"
"7715" "A_07_P058809" "ECs1996" "ECs1996"
"7716" "A_07_P058816" "ECs2003" "ECs2003"
"7717" "A_07_P058825" "ECs2004" "ECs2004"
"7718" "A_07_P058830" "ECs2005" "ECs2005"
"7719" "A_07_P058834" "ECs2006" "ECs2006"
"7720" "A_07_P058837" "ECs2007" "ECs2007"
"7721" "A_07_P058845" "ECs2010" "ECs2010"
"7722" "A_07_P058850" "ECs2011" "ECs2011"
"7723" "A_07_P058851" "ECs2013" "ECs2013"
"7724" "A_07_P058857" "ECs2016" "ECs2016"
"7725" "A_07_P058864" "ECs2017" "ECs2017"
"7726" "A_07_P058866" "ECs2018" "ECs2018"
"7727" "A_07_P058872" "ECs0016" "ECs0016"
"7728" "A_07_P058876" "ECs0037" "ECs0037"
"7729" "A_07_P058881" "ECs0126" "ECs0126"
"7730" "A_07_P058899" "ECs0430" "ECs0430"
"7731" "A_07_P058906" "ECs0884" "ECs0884"
"7732" "A_07_P058915" "ECs2049" "ECs2049"
"7733" "A_07_P058916" "ECs2081" "ECs2081"
"7734" "A_07_P058923" "ECs2085" "ECs2085"
"7735" "A_07_P058928" "ECs2358" "ECs2358"
"7736" "A_07_P058932" "ECs2913" "ECs2913"
"7737" "A_07_P058955" "ECs4070" "ECs4070"
"7738" "A_07_P058957" "ECs4115" "ECs4115"
"7739" "A_07_P058968" "ECs5032" "ECs5032"
"7740" "A_07_P058973" "ECs5129" "ECs5129"
"7741" "A_07_P058980" "ECs5165" "ECs5165"
"7742" "A_07_P058982" "ECs5593" "ACA-0285019"
"7743" "A_07_P058988" "tagA" "ACA-0244188"
"7744" "A_07_P058995" "etpC" "ACA-0244189"
"7745" "A_07_P058997" "etpD" "ACA-0244190"
"7746" "A_07_P059001" "etpE" "ACA-0244191"
"7747" "A_07_P059006" "etpF" "ACA-0244192"
"7748" "A_07_P059014" "etpG" "ACA-0244193"
"7749" "A_07_P059018" "etpH" "ACA-0244194"
"7750" "A_07_P059025" "etpI" "ACA-0244195"
"7751" "A_07_P059030" "etpJ" "ACA-0244196"
"7752" "A_07_P059035" "etpK" "ACA-0244197"
"7753" "A_07_P059039" "etpL" "ACA-0244198"
"7754" "A_07_P059049" "etpN" "ACA-0244200"
"7755" "A_07_P059054" "etpO" "ACA-0244201"
"7756" "A_07_P059059" "hlyC" "ACA-0244204"
"7757" "A_07_P059065" "hlyA" "ACA-0244205"
"7758" "A_07_P059074" "hlyD" "ACA-0244207"
"7759" "A_07_P059076" "papX" "ACA-0244208"
"7760" "A_07_P059085" "lcl|NC_002128.1_gene_25" "ACA-0244209"
